stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000251642	9606.ENSP00000342513	DHX58	IFI6	9606	0.558	0.0	0	0	0.365	0.0	0.0	0.332
9606.ENSP00000251642	9606.ENSP00000263549	DHX58	PARP12	9606	0.589	0.0	0	0	0.449	0.0	0.0	0.284
9606.ENSP00000251642	9606.ENSP00000264350	DHX58	HERC5	9606	0.629	0.0	0	0	0.388	0.0	0.0	0.419
9606.ENSP00000251642	9606.ENSP00000264346	DHX58	HERC6	9606	0.632	0.0	0	0	0.408	0.0	0.0	0.404
9606.ENSP00000251642	9606.ENSP00000380073	DHX58	IRF9	9606	0.662	0.0	0	0	0.373	0.0	0.0	0.482
9606.ENSP00000251642	9606.ENSP00000418194	DHX58	PARP14	9606	0.665	0.0	0	0	0.388	0.0	0.0	0.475
9606.ENSP00000251642	9606.ENSP00000315768	DHX58	STAT2	9606	0.666	0.0	0	0	0.283	0.0	0.0	0.553
9606.ENSP00000251642	9606.ENSP00000388001	DHX58	OAS1	9606	0.668	0.0	0	0	0.36	0.0	0.0	0.502
9606.ENSP00000251642	9606.ENSP00000256722	DHX58	CMPK2	9606	0.698	0.0	0	0	0.548	0.0	0.0	0.359
9606.ENSP00000251642	9606.ENSP00000354822	DHX58	XAF1	9606	0.699	0.0	0	0	0.591	0.0	0.0	0.294
9606.ENSP00000251642	9606.ENSP00000360891	DHX58	IFIT2	9606	0.7	0.0	0	0	0.395	0.0	0.0	0.524
9606.ENSP00000251642	9606.ENSP00000359787	DHX58	IFI44L	9606	0.7	0.0	0	0	0.577	0.0	0.0	0.32
9606.ENSP00000251642	9606.ENSP00000354394	DHX58	STAT1	9606	0.704	0.0	0	0	0.306	0.0	0.0	0.59
9606.ENSP00000251642	9606.ENSP00000464087	DHX58	RNF213	9606	0.718	0.0	0	0	0.415	0.0	0.0	0.537
9606.ENSP00000251642	9606.ENSP00000395590	DHX58	IFI35	9606	0.742	0.0	0	0	0.559	0.0	0.0	0.439
9606.ENSP00000251642	9606.ENSP00000353512	DHX58	PARP9	9606	0.745	0.0	0	0	0.666	0.0	0.0	0.267
9606.ENSP00000251642	9606.ENSP00000360869	DHX58	IFIT1	9606	0.765	0.0	0	0	0.4	0.0	0.0	0.625
9606.ENSP00000251642	9606.ENSP00000333657	DHX58	MX2	9606	0.776	0.0	0	0	0.575	0.0	0.0	0.495
9606.ENSP00000251642	9606.ENSP00000333266	DHX58	UBA7	9606	0.781	0.0	0	0	0.744	0.078	0.0	0.144
9606.ENSP00000251642	9606.ENSP00000342278	DHX58	OAS2	9606	0.79	0.0	0	0	0.566	0.0	0.0	0.536
9606.ENSP00000251642	9606.ENSP00000360883	DHX58	IFIT3	9606	0.791	0.0	0	0	0.623	0.0	0.0	0.469
9606.ENSP00000251642	9606.ENSP00000377344	DHX58	DDX60	9606	0.797	0.0	0	0	0.324	0.182	0.0	0.662
9606.ENSP00000251642	9606.ENSP00000359783	DHX58	IFI44	9606	0.799	0.0	0	0	0.644	0.0	0.0	0.459
9606.ENSP00000251642	9606.ENSP00000326247	DHX58	SAMD9L	9606	0.812	0.0	0	0	0.587	0.0	0.0	0.564
9606.ENSP00000251642	9606.ENSP00000259030	DHX58	RTP4	9606	0.82	0.0	0	0	0.738	0.0	0.0	0.341
9606.ENSP00000251642	9606.ENSP00000257570	DHX58	OASL	9606	0.843	0.0	0	0	0.649	0.0	0.0	0.572
