stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000254801	9606.ENSP00000357069	IGJ	PIGM	9606	0.659	0.0	0	0	0.0	0.0	0.0	0.659
9606.ENSP00000254801	9606.ENSP00000379401	IGJ	ODAM	9606	0.66	0.0	0	0	0.0	0.0	0.0	0.66
9606.ENSP00000254801	9606.ENSP00000265132	IGJ	AMBP	9606	0.667	0.0	0	0	0.0	0.0	0.6	0.202
9606.ENSP00000254801	9606.ENSP00000341013	IGJ	AMTN	9606	0.667	0.0	0	0	0.0	0.0	0.0	0.667
9606.ENSP00000254801	9606.ENSP00000376786	IGJ	POU2AF1	9606	0.732	0.0	0	0	0.579	0.0	0.0	0.391
9606.ENSP00000254801	9606.ENSP00000376544	IGJ	CD79B	9606	0.786	0.0	0	0	0.181	0.0	0.54	0.479
9606.ENSP00000254801	9606.ENSP00000316491	IGJ	FCAMR	9606	0.79	0.0	0	0	0.0	0.083	0.6	0.475
9606.ENSP00000254801	9606.ENSP00000262455	IGJ	ERP44	9606	0.813	0.0	0	0	0.0	0.0	0.0	0.813
9606.ENSP00000254801	9606.ENSP00000478289	IGJ	IGHV4-38-2	9606	0.817	0.0	0	0	0.145	0.0	0.54	0.572
9606.ENSP00000254801	9606.ENSP00000431254	IGJ	IGLL5	9606	0.863	0.0	0	0	0.358	0.0	0.6	0.51
9606.ENSP00000254801	9606.ENSP00000303920	IGJ	MZB1	9606	0.872	0.0	0	0	0.68	0.0	0.0	0.616
9606.ENSP00000254801	9606.ENSP00000329312	IGJ	IGLL1	9606	0.886	0.0	0	0	0.531	0.0	0.54	0.517
9606.ENSP00000254801	9606.ENSP00000369820	IGJ	PIGA	9606	0.89	0.0	0	0	0.0	0.0	0.0	0.89
9606.ENSP00000254801	9606.ENSP00000254803	IGJ	UTP3	9606	0.92	0.0	0	0	0.0	0.0	0.0	0.92
9606.ENSP00000254801	9606.ENSP00000348888	IGJ	PIGR	9606	0.998	0.0	0	0	0.062	0.821	0.0	0.99
9606.ENSP00000254803	9606.ENSP00000357069	UTP3	PIGM	9606	0.658	0.0	0	0	0.0	0.0	0.0	0.658
9606.ENSP00000257570	9606.ENSP00000418194	OASL	PARP14	9606	0.437	0.0	0	0	0.287	0.0	0.0	0.241
9606.ENSP00000257570	9606.ENSP00000353512	OASL	PARP9	9606	0.468	0.0	0	0	0.263	0.0	0.0	0.308
9606.ENSP00000257570	9606.ENSP00000326247	OASL	SAMD9L	9606	0.668	0.0	0	0	0.596	0.0	0.0	0.21
9606.ENSP00000257570	9606.ENSP00000263549	OASL	PARP12	9606	0.702	0.0	0	0	0.561	0.0	0.0	0.35
9606.ENSP00000257570	9606.ENSP00000379412	OASL	ZNFX1	9606	0.73	0.0	0	0	0.581	0.057	0.0	0.372
9606.ENSP00000257570	9606.ENSP00000388001	OASL	OAS1	9606	0.81	0.0	0	0	0.785	0.0	0.0	0.764
9606.ENSP00000257570	9606.ENSP00000259030	OASL	RTP4	9606	0.813	0.0	0	0	0.648	0.0	0.0	0.489
9606.ENSP00000257570	9606.ENSP00000342278	OASL	OAS2	9606	0.822	0.0	0	0	0.785	0.0	0.0	0.776
9606.ENSP00000257570	9606.ENSP00000264346	OASL	HERC6	9606	0.864	0.0	0	0	0.749	0.167	0.0	0.403
9606.ENSP00000257570	9606.ENSP00000377344	OASL	DDX60	9606	0.87	0.0	0	0	0.623	0.153	0.0	0.626
9606.ENSP00000257570	9606.ENSP00000263642	OASL	IFIH1	9606	0.909	0.0	0	0	0.664	0.0	0.0	0.742
9606.ENSP00000257570	9606.ENSP00000264350	OASL	HERC5	9606	0.916	0.0	0	0	0.787	0.167	0.0	0.568
9606.ENSP00000257570	9606.ENSP00000359787	OASL	IFI44L	9606	0.921	0.0	0	0	0.781	0.0	0.0	0.654
9606.ENSP00000257570	9606.ENSP00000359783	OASL	IFI44	9606	0.93	0.0	0	0	0.787	0.0	0.0	0.686
9606.ENSP00000257570	9606.ENSP00000380073	OASL	IRF9	9606	0.968	0.0	0	0	0.361	0.0	0.9	0.544
9606.ENSP00000257570	9606.ENSP00000354394	OASL	STAT1	9606	0.972	0.0	0	0	0.393	0.07	0.9	0.577
9606.ENSP00000257570	9606.ENSP00000354822	OASL	XAF1	9606	0.985	0.0	0	0	0.751	0.0	0.9	0.458
9606.ENSP00000257570	9606.ENSP00000395590	OASL	IFI35	9606	0.986	0.0	0	0	0.724	0.0	0.9	0.561
9606.ENSP00000257570	9606.ENSP00000342513	OASL	IFI6	9606	0.991	0.0	0	0	0.78	0.0	0.9	0.654
9606.ENSP00000257570	9606.ENSP00000371471	OASL	RSAD2	9606	0.993	0.0	0	0	0.801	0.0	0.9	0.715
9606.ENSP00000257570	9606.ENSP00000368699	OASL	ISG15	9606	0.994	0.0	0	0	0.833	0.0	0.9	0.718
9606.ENSP00000257570	9606.ENSP00000360883	OASL	IFIT3	9606	0.995	0.0	0	0	0.847	0.16	0.9	0.712
9606.ENSP00000257570	9606.ENSP00000369213	OASL	DDX58	9606	0.997	0.0	0	0	0.779	0.0	0.8	0.94
9606.ENSP00000257570	9606.ENSP00000333657	OASL	MX2	9606	0.997	0.0	0	0	0.919	0.149	0.9	0.73
9606.ENSP00000257570	9606.ENSP00000381601	OASL	MX1	9606	0.999	0.0	0	0	0.962	0.149	0.9	0.794
9606.ENSP00000259030	9606.ENSP00000380073	RTP4	IRF9	9606	0.633	0.0	0	0	0.442	0.0	0.0	0.369
9606.ENSP00000259030	9606.ENSP00000354394	RTP4	STAT1	9606	0.657	0.0	0	0	0.458	0.0	0.0	0.392
9606.ENSP00000259030	9606.ENSP00000264350	RTP4	HERC5	9606	0.664	0.0	0	0	0.39	0.0	0.0	0.471
9606.ENSP00000259030	9606.ENSP00000379412	RTP4	ZNFX1	9606	0.683	0.0	0	0	0.562	0.0	0.0	0.306
9606.ENSP00000259030	9606.ENSP00000418194	RTP4	PARP14	9606	0.688	0.0	0	0	0.534	0.0	0.0	0.358
9606.ENSP00000259030	9606.ENSP00000263549	RTP4	PARP12	9606	0.691	0.0	0	0	0.562	0.0	0.0	0.324
9606.ENSP00000259030	9606.ENSP00000342513	RTP4	IFI6	9606	0.701	0.0	0	0	0.428	0.0	0.0	0.5
9606.ENSP00000259030	9606.ENSP00000353512	RTP4	PARP9	9606	0.719	0.0	0	0	0.623	0.0	0.0	0.285
9606.ENSP00000259030	9606.ENSP00000395590	RTP4	IFI35	9606	0.726	0.0	0	0	0.6	0.0	0.0	0.343
9606.ENSP00000259030	9606.ENSP00000369213	RTP4	DDX58	9606	0.756	0.0	0	0	0.625	0.0	0.0	0.375
9606.ENSP00000259030	9606.ENSP00000354822	RTP4	XAF1	9606	0.781	0.0	0	0	0.617	0.0	0.0	0.451
9606.ENSP00000259030	9606.ENSP00000264346	RTP4	HERC6	9606	0.785	0.0	0	0	0.605	0.0	0.0	0.48
9606.ENSP00000259030	9606.ENSP00000333657	RTP4	MX2	9606	0.794	0.0	0	0	0.607	0.0	0.0	0.497
9606.ENSP00000259030	9606.ENSP00000381601	RTP4	MX1	9606	0.821	0.0	0	0	0.665	0.0	0.0	0.489
9606.ENSP00000259030	9606.ENSP00000377344	RTP4	DDX60	9606	0.842	0.0	0	0	0.652	0.0	0.0	0.563
9606.ENSP00000259030	9606.ENSP00000388001	RTP4	OAS1	9606	0.845	0.0	0	0	0.725	0.0	0.0	0.459
9606.ENSP00000259030	9606.ENSP00000326247	RTP4	SAMD9L	9606	0.859	0.0	0	0	0.769	0.0	0.0	0.417
9606.ENSP00000259030	9606.ENSP00000263642	RTP4	IFIH1	9606	0.862	0.0	0	0	0.772	0.0	0.0	0.42
9606.ENSP00000259030	9606.ENSP00000342278	RTP4	OAS2	9606	0.863	0.0	0	0	0.759	0.0	0.0	0.455
9606.ENSP00000259030	9606.ENSP00000359787	RTP4	IFI44L	9606	0.866	0.0	0	0	0.768	0.0	0.0	0.445
9606.ENSP00000259030	9606.ENSP00000359783	RTP4	IFI44	9606	0.876	0.0	0	0	0.731	0.0	0.0	0.56
9606.ENSP00000259030	9606.ENSP00000368699	RTP4	ISG15	9606	0.879	0.0	0	0	0.758	0.0	0.0	0.52
9606.ENSP00000259030	9606.ENSP00000371471	RTP4	RSAD2	9606	0.886	0.0	0	0	0.779	0.0	0.0	0.504
9606.ENSP00000259030	9606.ENSP00000360883	RTP4	IFIT3	9606	0.897	0.0	0	0	0.777	0.0	0.0	0.556
9606.ENSP00000261888	9606.ENSP00000418194	PARP16	PARP14	9606	0.72	0.0	0	0	0.0	0.0	0.0	0.72
